"PHIE","logk","VOL_WETCLAY","SWE","rocktype"
0.345266,4.0108,0.013965,0.5267,2
0.342572,3.9429,0.019914,0.5461,2
0.343523,3.9704,0.017193,0.5568,2
0.340056,3.8754,0.027113,0.5745,2
0.333305,3.717,0.046427,0.5984,2
0.335734,3.7557,0.042889,0.6152,2
0.341852,3.8556,0.034026,0.5783,2
0.350105,4.0683,0.012446,0.5545,2
0.347752,4.081,0.008629,0.5363,2
0.338707,3.9143,0.018728,0.5377,2
0.342446,4.0387,0.007895,0.5467,2
0.342737,3.9595,0.017691,0.5399,2
0.342208,3.9112,0.024434,0.5578,2
0.335482,3.6819,0.060298,0.5951,2
0.326775,3.4799,0.095736,0.599,2
0.323095,3.3728,0.121072,0.6406,2
0.338343,3.5975,0.093421,0.6641,2
0.364356,4.0674,0.033404,0.5882,2
0.373317,4.2644,0.014516,0.58,2
0.374026,4.2995,0.011018,0.5889,2
0.367662,4.2105,0.014862,0.5745,2
0.357116,4.036,0.026873,0.5874,2
0.337546,3.6692,0.069139,0.6029,2
0.331764,3.603,0.072332,0.6206,2
0.339535,3.7452,0.0539,0.6261,2
0.349916,3.9431,0.031699,0.5929,2
0.355091,3.9791,0.034032,0.553,2
0.358346,4.0295,0.030108,0.5825,2
0.356951,3.9734,0.038747,0.5995,2
0.367069,4.2056,0.014806,0.5856,2
0.367273,4.1874,0.017544,0.5909,2
0.364652,4.2266,0.009702,0.5745,5
0.358555,4.1428,0.012896,0.5663,5
0.353637,4.059,0.018015,0.5884,5
0.352994,4.0645,0.016397,0.6118,5
0.353435,4.042,0.020271,0.6551,5
0.352603,4.0094,0.024262,0.6187,5
0.355201,4.0571,0.020452,0.5876,5
0.356729,4.1002,0.016238,0.5998,5
0.351356,4.0411,0.01755,0.6333,5
0.342892,3.8991,0.027665,0.6225,5
0.344925,3.9416,0.023625,0.5636,5
0.354132,4.0992,0.013227,0.5612,5
0.35327,4.0486,0.019034,0.6073,5
0.348953,3.9857,0.022566,0.6612,5
0.337252,3.7982,0.036852,0.6521,1
0.336063,3.8223,0.02989,0.5933,1
0.334423,3.8094,0.029386,0.5922,1
0.333933,3.7706,0.036039,0.579,1
0.333703,3.7409,0.041873,0.6237,1
0.33551,3.7287,0.048599,0.5977,1
0.343756,3.8425,0.040473,0.6176,1
0.357455,4.0642,0.022631,0.5949,1
0.362181,4.1373,0.018074,0.5868,1
0.360763,4.0791,0.025212,0.5972,1
0.355075,3.9788,0.034075,0.6128,1
0.358221,4.0955,0.018866,0.6105,1
0.356959,4.1486,0.010503,0.612,5
0.349665,3.9642,0.027362,0.6108,5
0.348758,3.9704,0.024814,0.6157,5
0.345376,3.9331,0.025785,0.6102,5
0.342082,3.9405,0.01957,0.6032,4
0.315651,3.4657,0.066998,0.6018,4
0.243654,2.3098,0.227144,0.4861,4
0.239243,2.2946,0.209909,0.4639,4
0.24402,2.4134,0.178926,0.4468,4
0.217001,1.9352,0.263666,0.3995,4
0.047897,-1.4685,0.775877,1,5
0.049725,-1.3936,0.748237,1,5
0.060302,-1.0783,0.687793,1,5
0.067435,-0.8857,0.655311,1,5
0.073273,-0.7486,0.641453,1,1
0.080378,-0.5919,0.628225,1,1
0.086717,-0.4536,0.613388,1,1
0.080031,-0.6207,0.647116,1,1
0.065,-1.0031,0.713395,1,1
0.062231,-1.0794,0.727844,1,1
0.068233,-0.9205,0.700784,1,1
0.058384,-1.1713,0.73303,1,1
0.055279,-1.2041,0.69719,1,1
0.059316,-1.0947,0.682661,1,1
0.069209,-0.8315,0.640518,1,1
0.146836,0.7518,0.436193,1,1
0.179782,1.2138,0.42748,1,1
0.014098,-2.699,0.903711,1,1
0.115299,0.1592,0.51934,1,1
0.106695,-0.0763,0.594206,1,1
0.039567,-1.71,0.797754,1,1
0.103722,-0.1392,0.604575,1,1
0.064958,-1.0214,0.7292,1,1
0.130246,0.3477,0.556167,1,1
0.069763,-0.919,0.728887,1,1
0.171387,1.0798,0.44429,1,1
0.147712,0.6697,0.506088,1,1
0.070761,-0.8874,0.718882,1,1
0.180986,1.2711,0.398588,1,1
0.066811,-0.988,0.73523,1,1
0.354999,4.0027,0.02935,0.2855,1
0.343992,3.7819,0.055238,0.514,1
0.275378,2.6248,0.241884,0.865,1
0.339689,3.7029,0.065395,0.6183,1
0.313822,3.2669,0.126912,0.4566,1
0.209909,1.7458,0.324843,0.848,1
0.072126,-0.8586,0.718341,1,1
0.215772,1.8114,0.327545,0.6397,1
0.225703,1.9701,0.302015,1,1
0.198257,1.5001,0.391581,1,1
0.077451,-0.73,0.69901,1,1
0.188726,1.3461,0.415242,1,1
0.07736,-0.7256,0.693427,1,1
0.180355,1.2111,0.434631,1,1
0.082502,-0.596,0.667295,1,1
0.190025,1.387,0.398443,1,1
0.271519,2.6722,0.197445,0.9661,1
0.183538,1.2896,0.408477,1,1
0.338211,3.6764,0.06889,0.7073,1
0.287826,2.8587,0.189611,0.6673,1
0.081166,-0.6287,0.673504,1,1
0.089997,-0.4378,0.651939,1,1
0.085529,-0.5468,0.674704,1,1
0.111133,0.0734,0.533068,1,1
0.085025,-0.5637,0.681156,1,1
0.309826,3.2419,0.12143,0.5152,1
0.086646,-0.5387,0.686079,1,1
0.090567,-0.4575,0.678405,1,1
0.09589,-0.3426,0.66175,1,1
0.329617,3.5414,0.084713,0.3932,1
0.087818,-0.5113,0.681113,1,1
0.084877,-0.5637,0.67871,1,1
0.343446,3.7928,0.051238,0.3586,1
0.067548,-0.9678,0.730982,1,5
0.071363,-0.8636,0.708556,1,5
0.102428,-0.1749,0.615896,1,5
0.343701,3.7914,0.052164,0.3065,5
0.108527,0.0793,0.495115,1,5
0.077425,-0.6985,0.67038,1,5
0.352728,3.9663,0.032259,0.2819,5
0.241377,2.0795,0.344483,0.7184,5
0.350318,3.9192,0.037225,0.2366,5
0.106339,-0.0708,0.584733,1,5
0.110298,0.0677,0.526664,1,5
0.343554,3.8158,0.046013,0.1956,5
0.273852,2.6437,0.223719,0.6926,5
0.06097,-1.1586,0.775556,1,5
0.340747,3.7914,0.045551,0.1885,5
0.141608,0.7321,0.397132,1,5
0.147369,0.7987,0.408683,1,5
0.128705,0.6363,0.333641,0.9304,5
0.145559,0.9177,0.31489,0.9267,5
0.141602,0.9026,0.289776,0.4752,1
0.163357,1.1635,0.317219,0.6062,1
0.170498,1.2944,0.296531,1,1
0.158737,1.0886,0.324209,1,1
0.153909,1.014,0.328738,0.9849,1
0.073119,-0.7194,0.613959,1,1
0.085699,-0.5144,0.649114,1,1
0.333184,3.7144,0.046772,0.2091,1
0.323452,3.5265,0.071305,0.2866,1
0.208213,1.7578,0.305236,1,1
0.266289,2.6029,0.204107,0.3776,1
0.209798,1.7908,0.297024,1,1
0.260167,2.447,0.250328,0.2096,1
0.192,1.4966,0.342941,1,1
0.217796,1.8544,0.315926,0.7763,1
0.291409,2.8144,0.229471,0.1705,1
0.205622,1.7192,0.309574,0.3302,1
0.234384,2.0877,0.291552,0.534,1
0.267897,2.5803,0.223871,0.2172,1
0.255453,2.3734,0.262586,0.5509,1
0.295492,2.9496,0.183708,0.3251,1
0.199547,1.6865,0.285104,1,1
0.20932,1.8908,0.238189,0.6335,1
0.252133,2.3642,0.247819,0.7736,1
0.162383,1.0825,0.359643,0.4997,1
0.257971,2.5572,0.183348,0.8613,1
0.202755,1.7728,0.258722,0.6633,1
0.166444,1.2299,0.302499,0.8891,1
0.140125,0.6292,0.454125,1,1
0.277432,2.6802,0.224254,0.1117,1
0.205878,1.698,0.324266,0.85,1
0.23945,2.0565,0.345286,0.7193,1
0.313241,3.2576,0.128304,0.5016,1
0.229213,2.0339,0.288419,0.3584,1
0.347903,3.8565,0.046025,0.5714,1
0.252921,2.3326,0.269896,0.3986,1
0.209276,1.7262,0.332231,0.5975,1
0.275274,2.6954,0.205369,0.3896,1
0.252403,2.3105,0.27917,0.4492,1
0.188529,1.4173,0.365641,0.7015,1
0.205291,1.6855,0.327565,0.4152,1
0.197696,1.7107,0.258639,0.7729,1
0.214558,1.845,0.298643,0.4704,1
0.130518,0.4641,0.469668,1,1
0.331944,3.5212,0.098528,0.0506,1
0.234061,2.1084,0.277561,0.7215,1
0.23613,2.1029,0.294247,0.5233,1
0.160202,0.9296,0.443453,1,1
0.063328,-1.065,0.736681,1,1
0.144906,0.7937,0.387962,0.7268,1
0.330352,3.6041,0.068163,0.3384,1
0.079948,-0.6598,0.680008,1,1
0.352618,3.9904,0.027573,0.268,1
0.248303,2.2518,0.286892,1,1
0.321843,3.3973,0.10775,0.6273,1
0.119926,0.2912,0.475527,1,1
0.351326,3.9867,0.026117,0.2751,1
0.347937,3.9136,0.033843,0.2767,1
0.172226,1.2259,0.352639,0.5941,1
0.347507,3.912,0.033365,0.2944,1
0.106768,-0.1097,0.623378,1,1
0.085915,-0.4531,0.60031,1,1
0.187884,1.4182,0.35976,0.6302,1
0.351826,4.0427,0.017946,0.2832,1
0.165687,1.0091,0.440152,1,1
0.348759,3.9806,0.023109,0.2547,1
0.118341,0.1236,0.587092,1,1
0.339405,3.7842,0.044307,0.2718,1
0.105768,-0.1393,0.634142,1,1
0.072397,-0.7637,0.63914,1,1
0.101603,-0.2423,0.661674,1,1
0.341117,3.8302,0.037797,0.2987,1
0.13537,0.4011,0.575646,1,1
0.093478,-0.4326,0.703494,1,2
0.342955,3.8562,0.036001,0.2761,2
0.08708,-0.5758,0.727026,1,2
0.348221,3.9203,0.033055,0.2483,2
0.084052,-0.4585,0.575776,1,2
0.260832,2.4441,0.255776,0.7082,2
0.095924,-0.3967,0.710606,1,2
0.352697,3.9656,0.032345,0.2391,2
0.108076,-0.1461,0.673943,1,2
0.143149,0.5193,0.572947,1,2
0.344596,3.7838,0.056185,0.2734,2
0.099153,-0.3577,0.727033,1,2
0.095937,-0.277,0.606192,1,2
0.121304,0.288,0.494302,1,2
0.095029,-0.2627,0.580984,1,2
0.089706,-0.37,0.589808,1,2
0.098366,-0.164,0.548922,1,2
0.117083,0.2605,0.464619,1,2
0.080935,-0.6158,0.658155,1,2
0.115484,0.2051,0.486561,1,2
0.145559,0.9015,0.324792,1,2
0.147979,0.9715,0.303501,1,2
0.121871,0.4047,0.41611,0.8442,2
0.086197,-0.4391,0.593102,1,2
0.068737,-0.9017,0.693549,1,2
0.059674,-1.172,0.760558,1,2
0.13934,0.6869,0.405212,1,2
0.133515,0.6337,0.382445,0.9578,2
0.124893,0.4892,0.39072,0.9971,2
0.127217,0.5479,0.375588,1,2
0.137622,0.7692,0.334691,1,2
0.146928,0.9448,0.310469,1,2
0.137316,0.7173,0.364863,0.8858,2
0.13027,0.5571,0.400907,0.736,2
0.140518,0.7436,0.378702,1,2
0.115978,0.3837,0.366855,1,2
0.113482,0.3353,0.371938,1,2
0.118533,0.4199,0.370049,1,2
0.107317,0.1621,0.420055,0.9635,2
0.086054,-0.3719,0.536519,1,2
0.08722,-0.3893,0.567936,1,2
0.108911,0.0657,0.51036,1,2
0.070984,-0.7918,0.638321,1,2
0.044341,-1.4559,0.680861,1,2
0.026631,-1.9872,0.690275,1,2
0.041288,-1.4067,0.569691,1,2
0.090806,-0.1424,0.430691,0.683,2
0.112649,0.2125,0.447089,1,2
0.117654,0.336,0.417178,1,2
0.125322,0.4962,0.39048,1,2
0.139717,0.7701,0.353757,1,2
0.152691,0.9912,0.332236,1,2
0.145873,0.8551,0.356795,1,2
0.150039,0.9495,0.334774,1,2
0.151249,0.9784,0.327549,1,2
0.153273,1.0155,0.322304,1,2
0.146998,0.8847,0.348254,0.9675,2
0.147922,0.9102,0.340513,1,2
0.145982,0.8831,0.339999,1,2
0.139842,0.7585,0.36237,1,2
0.133966,0.6254,0.392612,1,2
0.132311,0.5893,0.400115,1,2
0.138703,0.7229,0.37467,1,2
0.139561,0.7442,0.369029,1,2
0.141126,0.7671,0.369063,0.9646,2
0.137406,0.6975,0.37877,1,2
0.128852,0.5284,0.405726,1,2
0.13539,0.6669,0.37914,1,2
0.0473,-1.5272,0.81751,1,2
0.038457,-1.7959,0.849819,1,2
0.030317,-2.0706,0.883031,1,2
0.034958,-1.9101,0.865772,1,2
0.03805,-1.8069,0.84921,1,2
0.039117,-1.7595,0.83391,1,2
0.037682,-1.7986,0.831534,1,2
0.040702,-1.7011,0.81954,1,2
0.063724,-1.0429,0.724321,1,2
0.10706,0.0071,0.531794,1,2
0.127266,0.5032,0.406217,0.7617,2
0.073125,-0.6921,0.591059,1,2
0.070571,-0.7729,0.61474,1,2
0.067131,-0.8811,0.645573,1,2
0.049843,-1.2907,0.658128,1,2
0.019856,-2.301,0.752951,1,2
0.004922,-3.0969,0.786509,1,2
0.006632,-2.9586,0.746548,1,2
0.025763,-1.9872,0.66382,1,2
0.046846,-1.341,0.636776,1,2
0.063342,-0.9147,0.604422,1,2
0.066303,-0.8431,0.598428,1,2
0.074763,-0.6091,0.550582,1,2
0.086261,-0.2747,0.465448,1,2
0.087787,-0.1864,0.422547,0.5624,2
0.081099,-0.308,0.418914,0.5398,2
0.070873,-0.5678,0.458326,0.7453,2
0.056954,-0.971,0.533619,1,5
0.048592,-1.2628,0.608091,1,2
0.0451,-1.3979,0.646898,1,2
0.055019,-1.1226,0.621008,1,2
0.068833,-0.7731,0.584676,1,2
0.083648,-0.426,0.543349,1,2
0.091526,-0.2413,0.513581,1,2
0.089808,-0.2721,0.513035,1,2
0.08538,-0.373,0.527463,1,2
0.077274,-0.567,0.557055,1,2
0.0648,-0.8884,0.609005,1,2
0.051908,-1.2526,0.669397,1,2
0.041993,-1.5258,0.687971,1,2
0.037593,-1.644,0.684098,1,2
0.038263,-1.6091,0.669827,1,2
0.046549,-1.3645,0.65088,1,2
0.051297,-1.2343,0.640472,1,2
0.053215,-1.1785,0.631856,1,2
0.053618,-1.1555,0.620896,1,2
0.047589,-1.3298,0.643079,1,2
0.039365,-1.58,0.672634,1,2
0.03467,-1.7375,0.692568,1,2
0.034913,-1.7258,0.688693,1,2
0.038762,-1.5784,0.656281,1,2
0.036738,-1.6498,0.668739,1,5
0.038374,-1.6021,0.667077,1,5
0.039982,-1.5513,0.662259,1,5
0.04328,-1.4473,0.649172,1,5
0.045186,-1.4056,0.656288,1,5
0.052339,-1.2218,0.651434,1,5
0.069032,-0.7823,0.595635,1,5
0.081559,-0.4896,0.562199,1,5
0.091479,-0.2606,0.527898,1,5
0.089714,-0.2869,0.523209,1,5
0.082323,-0.4233,0.521275,1,5
0.067684,-0.7627,0.5566,1,5
0.058193,-1.0191,0.595676,1,5
0.060065,-0.9739,0.593231,1,5
0.065075,-0.8677,0.596736,1,5
0.072823,-0.6767,0.573427,1,5
0.072648,-0.6891,0.580578,1,5
0.074842,-0.6271,0.566347,1,5
0.073869,-0.6594,0.576575,1,5
0.07704,-0.5884,0.570661,1,5
0.079806,-0.5299,0.567267,1,5
0.082735,-0.461,0.557367,1,5
0.092603,-0.2143,0.507855,1,5
0.062405,-0.9172,0.589509,1,5
0.063487,-0.8931,0.589125,1,5
0.063113,-0.8959,0.584853,1,5
0.057533,-1.0419,0.601983,1,5
0.051282,-1.2097,0.618944,1,5
0.051552,-1.1898,0.607863,1,4
0.055541,-1.0482,0.569353,1,4
0.068901,-0.6897,0.519193,1,4
0.074523,-0.567,0.513781,1,2
0.073019,-0.6513,0.556076,1,2
0.062269,-0.9234,0.592077,1,5
0.056836,-1.0491,0.594571,1,5
0.060543,-0.9205,0.558309,1,5
0.062927,-0.8586,0.551119,1,5
0.06513,-0.8179,0.557058,1,5
0.062078,-0.8945,0.564913,1,5
0.05606,-1.0414,0.573572,1,5
0.053297,-1.0969,0.56578,1,5
0.050761,-1.1707,0.575666,1,5
0.056853,-1,0.554885,1,5
0.057521,-1.0017,0.568592,1,5
0.053317,-1.1146,0.580524,1,5
0.047783,-1.2396,0.571558,1,5
0.040495,-1.4389,0.577954,1,5
0.043019,-1.327,0.542742,1,5
0.044716,-1.2782,0.539945,1,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
